0.000000e+00 3.783229e-17 5.248286e-10 3.845555e-11 1.739622e-11 1.182094e-11
1.000000e-01 3.794033e-17 5.080101e-10 3.805994e-11 1.730394e-11 1.189453e-11
2.000000e-01 3.826686e-17 4.617718e-10 3.728108e-11 1.713456e-11 1.187333e-11
3.000000e-01 3.881851e-17 3.942356e-10 3.603822e-11 1.685377e-11 1.184263e-11
4.000000e-01 3.960763e-17 3.167983e-10 3.442035e-11 1.651945e-11 1.180458e-11
5.000000e-01 4.065343e-17 2.402958e-10 3.261375e-11 1.616865e-11 1.175395e-11
6.000000e-01 4.195454e-17 1.727946e-10 3.092586e-11 1.582307e-11 1.169895e-11
7.000000e-01 4.279325e-17 1.185568e-10 2.972182e-11 1.552027e-11 1.163887e-11
8.000000e-01 4.110527e-17 7.836736e-11 2.930534e-11 1.528037e-11 1.157908e-11
9.000000e-01 3.679310e-17 5.067847e-11 2.985240e-11 1.511743e-11 1.152772e-11
1.000000e+00 3.170554e-17 3.290264e-11 3.145480e-11 1.503473e-11 1.148370e-11
1.100000e+00 2.707952e-17 2.233826e-11 3.417440e-11 1.503834e-11 1.144890e-11
1.200000e+00 2.323801e-17 1.660907e-11 3.807845e-11 1.512739e-11 1.142822e-11
1.300000e+00 2.011762e-17 1.349194e-11 4.322412e-11 1.529355e-11 1.142084e-11
1.400000e+00 1.757211e-17 1.069568e-11 4.962405e-11 1.552904e-11 1.142800e-11
1.500000e+00 1.546945e-17 7.458714e-12 5.717860e-11 1.582258e-11 1.145303e-11
1.600000e+00 1.370894e-17 4.665504e-12 6.560973e-11 1.616006e-11 1.149738e-11
1.700000e+00 1.221772e-17 2.724948e-12 7.439291e-11 1.652801e-11 1.155681e-11
1.800000e+00 1.091163e-17 1.524739e-12 8.275443e-11 1.690838e-11 1.162960e-11
1.900000e+00 1.147445e-15 8.309873e-13 8.975849e-11 1.728510e-11 1.171354e-11
2.000000e+00 2.297420e+00 4.460910e-13 9.446197e-11 1.763930e-11 1.179937e-11
2.100000e+00 2.089694e+00 2.377643e-13 9.611222e-11 1.795216e-11 1.188185e-11
2.200000e+00 1.910782e+00 1.265660e-13 9.435893e-11 1.819889e-11 1.195386e-11
2.300000e+00 1.755756e+00 6.758937e-14 8.928292e-11 1.835872e-11 1.200939e-11
2.400000e+00 1.620390e+00 3.633604e-14 8.141499e-11 1.841595e-11 1.204576e-11
2.500000e+00 1.501345e+00 1.972238e-14 7.158279e-11 1.837643e-11 1.206448e-11
2.600000e+00 1.396157e+00 1.083187e-14 6.074075e-11 1.828803e-11 1.207060e-11
2.700000e+00 1.303071e+00 6.031388e-15 4.983645e-11 1.824739e-11 1.207198e-11
2.800000e+00 1.220844e+00 3.410412e-15 3.967959e-11 1.837688e-11 1.207644e-11
2.900000e+00 1.148578e+00 1.961079e-15 3.087678e-11 1.878658e-11 1.209276e-11
3.000000e+00 1.085607e+00 7.743092e-14 2.382093e-11 1.955783e-11 1.212791e-11
3.100000e+00 1.031423e+00 4.531814e-14 1.869571e-11 2.074705e-11 1.218862e-11
3.200000e+00 9.856309e-01 1.988336e-14 1.542551e-11 2.239799e-11 1.227955e-11
3.300000e+00 9.479259e-01 6.658086e-15 1.341961e-11 2.454092e-11 1.240250e-11
3.400000e+00 9.180221e-01 1.148276e-14 1.139146e-11 2.718485e-11 1.255704e-11
3.500000e+00 8.955592e-01 1.582030e-15 8.698383e-12 3.030358e-11 1.274099e-11
3.600000e+00 8.800276e-01 1.430157e-15 6.014552e-12 3.381252e-11 1.295126e-11
3.700000e+00 8.708178e-01 2.382121e-15 3.868759e-12 3.755040e-11 1.318252e-11
3.800000e+00 8.673267e-01 1.643989e-17 2.360086e-12 4.127079e-11 1.342838e-11
3.900000e+00 8.690412e-01 4.020842e-14 1.384575e-12 4.465871e-11 1.368111e-11
4.000000e+00 8.755602e-01 4.634022e+00 7.892818e-13 4.736219e-11 1.393124e-11
4.100000e+00 8.865759e-01 3.508557e+00 4.408049e-13 4.904594e-11 1.416839e-11
4.200000e+00 9.018698e-01 2.730995e+00 2.427420e-13 4.945805e-11 1.437830e-11
4.300000e+00 9.212835e-01 2.183386e+00 1.325161e-13 4.846463e-11 1.454704e-11
4.400000e+00 9.447111e-01 1.790342e+00 7.204262e-14 4.608448e-11 1.466290e-11
4.500000e+00 9.720060e-01 1.503251e+00 3.915530e-14 4.248628e-11 1.472511e-11
4.600000e+00 1.000581e+00 1.290360e+00 2.134888e-14 3.796277e-11 1.475802e-11
4.700000e+00 1.021413e+00 1.130682e+00 1.171203e-14 3.289109e-11 1.481758e-11
4.800000e+00 1.029453e+00 1.010037e+00 6.481290e-15 2.768774e-11 1.498032e-11
4.900000e+00 1.028521e+00 9.186681e-01 3.626532e-15 2.276455e-11 1.531918e-11
5.000000e+00 1.023938e+00 8.497545e-01 1.881266e-14 1.849624e-11 1.589142e-11
5.100000e+00 1.018886e+00 7.984876e-01 7.373494e-15 1.518310e-11 1.673789e-11
5.200000e+00 1.014703e+00 7.614273e-01 2.633884e-14 1.296412e-11 1.788915e-11
5.300000e+00 1.011766e+00 7.360975e-01 1.955651e-14 1.155722e-11 1.936614e-11
5.400000e+00 1.010060e+00 7.207386e-01 8.714331e-15 1.004823e-11 2.117530e-11
5.500000e+00 1.009422e+00 7.140918e-01 1.640960e-17 7.916734e-12 2.330022e-11
5.600000e+00 1.009641e+00 7.152648e-01 5.199901e-18 5.680121e-12 2.568932e-11
5.700000e+00 1.010491e+00 7.236673e-01 8.950895e-17 3.799595e-12 2.824410e-11
5.800000e+00 1.011734e+00 7.389045e-01 1.425737e-15 2.410229e-12 3.081423e-11
5.900000e+00 1.013127e+00 7.607620e-01 3.011464e-16 1.467765e-12 3.320494e-11
6.000000e+00 1.014430e+00 7.891450e-01 5.363078e+00 8.660861e-13 3.519327e-11
6.100000e+00 1.015410e+00 8.240552e-01 3.902762e+00 4.989022e-13 3.655598e-11
6.200000e+00 1.015873e+00 8.655643e-01 2.929364e+00 2.822388e-13 3.710859e-11
6.300000e+00 1.015669e+00 9.138060e-01 2.266337e+00 1.576139e-13 3.673005e-11
6.400000e+00 1.014719e+00 9.689552e-01 1.804778e+00 8.727399e-14 3.538909e-11
