0.000000e+00 2.690216e-17 9.952279e-17 8.307157e-22 2.407961e-22 1.769059e-22
1.000000e-01 2.699401e-17 9.849839e-17 8.306648e-22 2.413501e-22 1.780546e-22
2.000000e-01 2.727029e-17 9.569474e-17 8.327365e-22 2.409163e-22 1.780545e-22
3.000000e-01 2.773415e-17 9.128229e-17 8.362780e-22 2.401795e-22 1.780626e-22
4.000000e-01 2.839124e-17 8.562378e-17 8.415140e-22 2.392800e-22 1.780818e-22
5.000000e-01 2.925020e-17 7.913204e-17 8.489940e-22 2.383095e-22 1.780958e-22
6.000000e-01 3.030402e-17 7.225596e-17 8.571458e-22 2.373418e-22 1.781167e-22
7.000000e-01 3.106527e-17 6.543664e-17 7.949277e-22 2.365150e-22 1.781380e-22
8.000000e-01 3.013490e-17 5.908986e-17 9.275310e-22 2.359283e-22 1.781662e-22
9.000000e-01 2.740830e-17 5.363942e-17 9.919252e-22 2.356735e-22 1.782169e-22
1.000000e+00 2.409923e-17 4.961716e-17 1.083750e-21 2.358176e-22 1.782868e-22
1.100000e+00 2.104446e-17 4.779436e-17 1.214217e-21 2.364385e-22 1.783812e-22
1.200000e+00 1.847745e-17 4.920355e-17 1.395835e-21 2.375934e-22 1.785145e-22
1.300000e+00 1.636764e-17 5.434421e-17 1.645064e-21 2.393169e-22 1.786910e-22
1.400000e+00 1.462326e-17 6.111994e-17 1.984768e-21 2.416414e-22 1.789210e-22
1.500000e+00 1.315910e-17 6.612183e-17 2.446384e-21 2.445858e-22 1.792214e-22
1.600000e+00 1.190981e-17 6.857742e-17 3.072833e-21 2.481625e-22 1.796065e-22
1.700000e+00 1.082857e-17 6.888712e-17 3.921936e-21 2.523888e-22 1.800763e-22
1.800000e+00 9.879791e-18 6.752254e-17 5.070855e-21 2.572729e-22 1.806339e-22
1.900000e+00 4.338837e-15 6.493313e-17 6.621812e-21 2.628349e-22 1.812805e-22
2.000000e+00 2.144500e+00 6.154592e-17 8.708931e-21 2.690924e-22 1.819978e-22
2.100000e+00 1.978416e+00 5.760809e-17 1.150630e-20 2.760701e-22 1.827717e-22
2.200000e+00 1.831852e+00 5.348732e-17 1.523912e-20 2.837799e-22 1.835786e-22
2.300000e+00 1.701785e+00 4.924338e-17 2.019724e-20 2.922486e-22 1.843924e-22
2.400000e+00 1.585539e+00 4.512064e-17 2.676096e-20 3.015241e-22 1.851921e-22
2.500000e+00 1.481009e+00 4.116792e-17 3.542369e-20 3.117428e-22 1.859675e-22
2.600000e+00 1.386703e+00 3.747965e-17 4.680720e-20 3.232453e-22 1.867201e-22
2.700000e+00 1.301636e+00 3.402110e-17 6.170320e-20 3.366956e-22 1.874649e-22
2.800000e+00 1.225181e+00 3.079176e-17 8.115056e-20 3.531127e-22 1.882246e-22
2.900000e+00 1.156934e+00 2.793389e-17 1.066174e-19 3.738048e-22 1.890323e-22
3.000000e+00 1.096626e+00 6.140711e-14 1.404761e-19 4.003320e-22 1.899249e-22
3.100000e+00 1.044060e+00 5.223779e-14 1.870124e-19 4.345572e-22 1.909451e-22
3.200000e+00 9.990830e-01 4.776794e-14 2.500136e-19 4.787933e-22 1.921366e-22
3.300000e+00 9.615723e-01 3.642301e-14 3.525947e-19 5.359909e-22 1.935404e-22
3.400000e+00 9.313765e-01 2.745136e-14 5.009819e-19 6.099788e-22 1.951941e-22
3.500000e+00 9.082356e-01 3.098745e-15 6.911291e-19 7.057954e-22 1.971326e-22
