0.000000e+00	1.158519e-17	4.676539e-20	5.167192e-22	2.517674e-22	1.837089e-22
1.000000e-01	1.166929e-17	4.613903e-20	5.145765e-22	2.521449e-22	1.850941e-22
2.000000e-01	1.192253e-17	4.442271e-20	5.099536e-22	2.516491e-22	1.851085e-22
3.000000e-01	1.234871e-17	4.179065e-20	5.023445e-22	2.507979e-22	1.851368e-22
4.000000e-01	1.295368e-17	3.854029e-20	4.920034e-22	2.497128e-22	1.851814e-22
5.000000e-01	1.374481e-17	3.499492e-20	4.796495e-22	2.484694e-22	1.852212e-22
6.000000e-01	1.472164e-17	3.146021e-20	4.667540e-22	2.471352e-22	1.852634e-22
7.000000e-01	1.566061e-17	2.819356e-20	4.554659e-22	2.458462e-22	1.852973e-22
8.000000e-01	1.586968e-17	2.540224e-20	4.480861e-22	2.447056e-22	1.853239e-22
9.000000e-01	1.519045e-17	2.327323e-20	4.465075e-22	2.438125e-22	1.853561e-22
1.000000e+00	1.412560e-17	2.204482e-20	4.521184e-22	2.432449e-22	1.853898e-22
1.100000e+00	1.307223e-17	2.212130e-20	4.659544e-22	2.430886e-22	1.854306e-22
1.200000e+00	1.216356e-17	2.420609e-20	4.889276e-22	2.434049e-22	1.854964e-22
1.300000e+00	1.140212e-17	2.915129e-20	5.219292e-22	2.442262e-22	1.855959e-22
1.400000e+00	1.075322e-17	3.700601e-20	5.658515e-22	2.455712e-22	1.857455e-22
1.500000e+00	1.018062e-17	4.699067e-20	6.214831e-22	2.474317e-22	1.859695e-22
1.600000e+00	9.655959e-18	5.923818e-20	6.893600e-22	2.497794e-22	1.862899e-22
1.700000e+00	9.160073e-18	7.455216e-20	7.695191e-22	2.525735e-22	1.867145e-22
1.800000e+00	8.680089e-18	9.408530e-20	8.612983e-22	2.557470e-22	1.872526e-22
1.900000e+00	8.912282e-14	1.194625e-19	9.632252e-22	2.592242e-22	1.879097e-22
2.000000e+00	2.002558e+00	1.529682e-19	1.073003e-21	2.629056e-22	1.886694e-22
2.100000e+00	1.891290e+00	1.977817e-19	1.187654e-21	2.666752e-22	1.895150e-22
2.200000e+00	1.784828e+00	2.582832e-19	1.303951e-21	2.703814e-22	1.904157e-22
2.300000e+00	1.683157e+00	3.403938e-19	1.418705e-21	2.738608e-22	1.913335e-22
2.400000e+00	1.586181e+00	4.519301e-19	1.529391e-21	2.769452e-22	1.922324e-22
2.500000e+00	1.493958e+00	6.028741e-19	1.634525e-21	2.795221e-22	1.930854e-22
2.600000e+00	1.406775e+00	8.053984e-19	1.734060e-21	2.816342e-22	1.938780e-22
2.700000e+00	1.325093e+00	1.073434e-18	1.829999e-21	2.835679e-22	1.946122e-22
2.800000e+00	1.249435e+00	1.421478e-18	1.927172e-21	2.858447e-22	1.953020e-22
2.900000e+00	1.180287e+00	1.862457e-18	2.034997e-21	2.891079e-22	1.959765e-22
3.000000e+00	1.118047e+00	2.404596e-18	2.171498e-21	2.940160e-22	1.966731e-22
3.100000e+00	1.062998e+00	3.047620e-18	2.371072e-21	3.011903e-22	1.974381e-22
3.200000e+00	1.015314e+00	3.779056e-18	2.694213e-21	3.112148e-22	1.983205e-22
3.300000e+00	9.750771e-01	4.571808e-18	3.220167e-21	3.246322e-22	1.993659e-22
3.400000e+00	9.422487e-01	5.384453e-18	3.994418e-21	3.419427e-22	2.006136e-22
3.500000e+00	9.166240e-01	6.164843e-18	5.025122e-21	3.635918e-22	2.020942e-22
3.600000e+00	8.977991e-01	6.857198e-18	6.375101e-21	3.899348e-22	2.038297e-22
3.700000e+00	8.852438e-01	7.411142e-18	8.164127e-21	4.211972e-22	2.058285e-22
3.800000e+00	8.784156e-01	7.809376e-18	1.056929e-20	4.574264e-22	2.080869e-22
3.900000e+00	8.768449e-01	4.336675e-15	1.385412e-20	4.984609e-22	2.105867e-22
4.000000e+00	8.801592e-01	2.059495e+00	1.875233e-20	5.439021e-22	2.132942e-22
4.100000e+00	8.880697e-01	2.021186e+00	2.491376e-20	5.931186e-22	2.161605e-22
4.200000e+00	9.003680e-01	1.950906e+00	3.393796e-20	6.453060e-22	2.191137e-22
4.300000e+00	9.169017e-01	1.857691e+00	4.758283e-20	6.995389e-22	2.220660e-22
4.400000e+00	9.375680e-01	1.750096e+00	6.753554e-20	7.549014e-22	2.249192e-22
4.500000e+00	9.622330e-01	1.635595e+00	9.603100e-20	8.106423e-22	2.275911e-22
4.600000e+00	9.886635e-01	1.520293e+00	1.381578e-19	8.663792e-22	2.300687e-22
4.700000e+00	1.009020e+00	1.408874e+00	2.014711e-19	9.223519e-22	2.324613e-22
4.800000e+00	1.018606e+00	1.304632e+00	2.927145e-19	9.798240e-22	2.350138e-22
4.900000e+00	1.020219e+00	1.209648e+00	4.229593e-19	1.041820e-21	2.380635e-22
5.000000e+00	1.018172e+00	1.125039e+00	1.371140e-17	1.114654e-21	2.419907e-22
5.100000e+00	1.015182e+00	1.051215e+00	1.240319e-16	1.210715e-21	2.471844e-22
5.200000e+00	1.012494e+00	9.880941e-01	2.282636e-16	1.351797e-21	2.540308e-22
5.300000e+00	1.010557e+00	9.352858e-01	1.375617e-16	1.566231e-21	2.629052e-22
5.400000e+00	1.009472e+00	8.922502e-01	9.904125e-16	1.871963e-21	2.741608e-22
5.500000e+00	1.009184e+00	8.583829e-01	1.831041e-15	2.277022e-21	2.881178e-22
5.600000e+00	1.009576e+00	8.330858e-01	5.132116e-15	2.809121e-21	3.050457e-22
5.700000e+00	1.010491e+00	8.158231e-01	5.376942e-15	3.517113e-21	3.251398e-22
5.800000e+00	1.011749e+00	8.061282e-01	8.420986e-17	4.472439e-21	3.484981e-22
5.900000e+00	1.013145e+00	8.036315e-01	4.923324e-15	5.782230e-21	3.751038e-22
6.000000e+00	1.014468e+00	8.080520e-01	1.565240e+00	7.773078e-21	4.048070e-22
6.100000e+00	1.015506e+00	8.191979e-01	1.658048e+00	1.464832e-20	4.373197e-22
6.200000e+00	1.016074e+00	8.369597e-01	1.709734e+00	7.537163e-21	4.722363e-22
6.300000e+00	1.016023e+00	8.613061e-01	1.721454e+00	1.231159e-20	5.090579e-22
6.400000e+00	1.015267e+00	8.922737e-01	1.697699e+00	1.887321e-20	5.472567e-22
6.500000e+00	1.013788e+00	9.298622e-01	1.645202e+00	1.923231e-20	5.863569e-22
6.600000e+00	1.011634e+00	9.711044e-01	1.571743e+00	4.489218e-20	6.260460e-22
6.700000e+00	1.008922e+00	1.004625e+00	1.485068e+00	5.523343e-20	6.663293e-22
6.800000e+00	1.005809e+00	1.022636e+00	1.392105e+00	9.068239e-20	7.077769e-22
6.900000e+00	1.002476e+00	1.028259e+00	1.298520e+00	1.088458e-19	7.519629e-22
7.000000e+00	9.991122e-01	1.027537e+00	1.208579e+00	3.316405e-11	8.023995e-22
7.100000e+00	9.959004e-01	1.024628e+00	1.125228e+00	1.077150e-13	8.658087e-22
7.200000e+00	9.930080e-01	1.021648e+00	1.050297e+00	3.427471e-12	9.545110e-22
7.300000e+00	9.905726e-01	1.019496e+00	9.847551e-01	5.737959e-12	1.083963e-21
7.400000e+00	9.887134e-01	1.018466e+00	9.289534e-01	5.815450e-12	1.264648e-21
7.500000e+00	9.875214e-01	1.018545e+00	8.828420e-01	1.388240e-11	1.501884e-21
7.600000e+00	9.870470e-01	1.019561e+00	8.461387e-01	2.196729e-11	1.812193e-21
7.700000e+00	9.872879e-01	1.021258e+00	8.184541e-01	1.436892e-11	2.222779e-21
7.800000e+00	9.881805e-01	1.023324e+00	7.993794e-01	1.943231e-12	2.772886e-21
7.900000e+00	9.896182e-01	1.025417e+00	7.885434e-01	8.576169e-11	3.521867e-21
8.000000e+00	9.914604e-01	1.027197e+00	7.856474e-01	1.237027e+00	4.422040e-21
